paper_title,paper_authors,full_name,acronym,material_class,ionic_conductivity_S_per_cm,temperature,processing_method,material_description,source_location
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Polyacrylonitrile with Lithium Lanthanum Titanium Oxide nanowires,PAN/LLTO nanowires,Other,2.4,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 10 (citing Ref. [137])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 1D aligned Lithium Aluminum Titanium Phosphate nanoparticles,PEO/aligned LATP nanoparticles,Other,5.2,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 11 (citing Ref. [140])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 1D aligned Lithium Aluminum Germanium Phosphate nanoparticles,PEO/aligned LAGP nanoparticles,Other,1.7,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 12 (citing Ref. [141])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene glycol) diacrylate / Poly(dimethylsiloxane) with 1D aligned Lithium Aluminum Titanium Phosphate / Poly(ethylene oxide) channels,PEGDA/PDMS/aligned LATP/PEO channels,Other,2.4,25 °C,Electric field-induced assembly.,LATP nanoparticles and poly(ethylene glycol) diacrylate in poly(dimethylsiloxane) assembled into necklace-like connected channels.,"Table 2, Row 13 (citing Ref. [142])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 2D Niobium-doped Lithium Lanthanum Zirconate Oxide nanosheets,PEO/Nb-LLZO nanosheets,Other,3.6,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 14 (citing Ref. [143])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 3D Lithium Lanthanum Zirconate Oxide nanofiber network,PEO/LLZO nanofiber network,Other,1.0,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 15 (citing Ref. [28, 121])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Single-Li+-conducting solid polymer electrolyte with 3D Lithium Aluminum Titanium Phosphate nanofiber network,Single-Li+-conducting SPE/LATP nanofiber network,Other,3.1,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 16 (citing Ref. [149])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 3D Lithium Aluminum Titanium Phosphate/Polyacrylonitrile bi-continuous nanofiber network,PEO/LATP/PAN bi-continuous nanofiber network,Other,1.0,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 17 (citing Ref. [147])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 3D Lithium Lanthanum Zirconate Oxide/Polyacrylonitrile bi-continuous nanofiber network,PEO/LLZTO/PAN bi-continuous nanofiber network,Other,1.0,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 18 (citing Ref. [148])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Li-salt-free epoxy with 3D-printing gyroidal Lithium Aluminum Germanium Phosphate framework,Epoxy/LAGP gyroidal framework,Other,1.6,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 19 (citing Ref. [29])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 3D Lithium Lanthanum Titanium Oxide framework,PEO/LLTO framework,Other,8.5,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 20 (citing Ref. [136, 156])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 3D Lithium Lanthanum Zirconate Oxide framework,PEO/LLZO framework,Other,8.5,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 20 (citing Ref. [136, 156])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide)/Succinonitrile-based solid polymer electrolyte with 3D Lithium Lanthanum Zirconate Oxide framework,PEO/SN-based SPE/LLZTO framework,Other,1.2,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 21 (citing Ref. [157])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide)/Succinonitrile-based solid polymer electrolyte with 3D Silicon Dioxide aerogel framework,PEO/SN-based SPE/SiO2 aerogel framework,Other,6.0,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 22 (citing Ref. [78])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~40 nm particles),LLZTO,Polymer,9e-05,Not specified,Not specified,Composite electrolyte with ~40 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~40 nm particles),LLZTO,Polymer,0.00012,Not specified,Not specified,Composite electrolyte with ~40 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~40 nm particles),LLZTO,Polymer,0.00015,Not specified,Not specified,Composite electrolyte with ~40 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~40 nm particles),LLZTO,Polymer,0.00013,Not specified,Not specified,Composite electrolyte with ~40 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~40 nm particles),LLZTO,Polymer,0.00011,Not specified,Not specified,Composite electrolyte with ~40 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~40 nm particles),LLZTO,Polymer,0.0001,Not specified,Not specified,Composite electrolyte with ~40 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~400 nm particles),LLZTO,Polymer,2e-06,Not specified,Not specified,Composite electrolyte with ~400 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~400 nm particles),LLZTO,Polymer,7e-06,Not specified,Not specified,Composite electrolyte with ~400 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~400 nm particles),LLZTO,Polymer,9e-06,Not specified,Not specified,Composite electrolyte with ~400 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~400 nm particles),LLZTO,Polymer,1.2e-05,Not specified,Not specified,Composite electrolyte with ~400 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~400 nm particles),LLZTO,Polymer,1e-05,Not specified,Not specified,Composite electrolyte with ~400 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~400 nm particles),LLZTO,Polymer,8e-06,Not specified,Not specified,Composite electrolyte with ~400 nm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~10 µm particles),LLZTO,Polymer,1e-06,Not specified,Not specified,Composite electrolyte with ~10 µm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~10 µm particles),LLZTO,Polymer,2e-06,Not specified,Not specified,Composite electrolyte with ~10 µm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~10 µm particles),LLZTO,Polymer,3e-06,Not specified,Not specified,Composite electrolyte with ~10 µm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~10 µm particles),LLZTO,Polymer,4e-06,Not specified,Not specified,Composite electrolyte with ~10 µm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~10 µm particles),LLZTO,Polymer,6e-06,Not specified,Not specified,Composite electrolyte with ~10 µm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",LLZTO Composite Electrolyte (~10 µm particles),LLZTO,Polymer,5e-06,Not specified,Not specified,Composite electrolyte with ~10 µm LLZTO filler particles.,Figure: _page_13_Figure_5.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",SiO2 aerogel-PEO composite electrolyte,SiO2/PEO,Other,4e-05,294K (21°C),Materials infusion and photocuring,A composite electrolyte formed by infusing PEO into an SiO2 aerogel network.,Figure: _page_18_Figure_2.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",SiO2 aerogel-PEO composite electrolyte,SiO2/PEO,Other,0.0003,333K (60°C),Materials infusion and photocuring,A composite electrolyte formed by infusing PEO into an SiO2 aerogel network.,Figure: _page_18_Figure_2.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",PEO electrolyte without SiO2 aerogel,PEO,Polymer,1.5e-05,294K (21°C),Not specified,Control sample of PEO electrolyte without the aerogel framework.,Figure: _page_18_Figure_2.jpeg
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",PEO electrolyte without SiO2 aerogel,PEO,Polymer,0.0002,333K (60°C),Not specified,Control sample of PEO electrolyte without the aerogel framework.,Figure: _page_18_Figure_2.jpeg
Research progress in stable interfacial constructions between composite polymer electrolytes and electrodes,"Jun Pan, Pei Zhao, Nana Wang, Fugiang Huang, Shixue Dou",Polymer Electrolytes,PEs,Polymer,0.0001,Room temperature,N/A (General statement),"Possess superior flexibility and viscosity; generally limited by low ionic conductivity, poor mechanical strength, and low thermal stability compared to CPEs.","Main text, Section 1. Introduction, paragraph 3"
Research progress in stable interfacial constructions between composite polymer electrolytes and electrodes,"Jun Pan, Pei Zhao, Nana Wang, Fugiang Huang, Shixue Dou",Lithium Lanthanum Zirconate Oxide and Polyvinylidene Fluoride composite electrolyte,LLZTO/PVDF,Other,0.000108,60 °C,Hot pressing to reduce porosity,Composite electrolyte with high filler content; porosity reduced by hot pressing.,"Main text, Section 2.4.2, paragraph 2"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Nitride,Li3N,Ceramic,0.006,RT,N/A (Cited Work),N/A (Cited Work),"Section 3.1.1, paragraph 4"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Germanium Phosphorus Sulfide,LGPS,Ceramic,0.012,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 1"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Tin Phosphorus Sulfide,Li10SnP2S12,Ceramic,0.007,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 1"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Silicon Phosphorus Sulfide Chloride,Li9.54Si1.74P1.44S11.7Cl0.3,Ceramic,0.025,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 1"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Phosphorus Sulfide Chloride,LPSC,Ceramic,0.0019,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 2"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Phosphorus Sulfide Bromide,Li6PS5Br,Ceramic,0.0068,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 2"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Lanthanum Titanate,LLTO,Ceramic,0.001,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 2"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Lanthanum Zirconate Oxide,LLZO,Ceramic,0.001,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 2"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Aluminum Titanium Phosphate,LATP,Ceramic,0.001,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 2"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Aluminum Germanium Phosphate,LAGP,Ceramic,0.001,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 2"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Zirconium Silicon Phosphate,LZSP,Ceramic,0.00359,room temperature,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 2"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Polymer Electrolytes,,Polymer,0.0001,RT,N/A (General statement),General category of dry polymer electrolytes.,"Section 5.1, paragraph 3"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Phosphorus Oxynitride,LiPON,Ceramic,3e-06,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 4"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Halide Electrolytes,LiaMXb,Ceramic,0.001,RT,N/A (General statement),General category of halide electrolytes.,"Section 5.1, paragraph 4"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Scandium Chloride,Li3ScCl6,Ceramic,0.00302,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 4"
From Liquid to Solid‑State Lithium Metal Batteries: Fundamental Issues and Recent Developments,"Zhao Zhang, Wei-Qiang Han",Lithium Indium Chloride,Li3InCl6,Ceramic,0.00149,RT,N/A (Cited Work),N/A (Cited Work),"Section 5.1, paragraph 4"
